7.2471e-05,0.0006222
7.8975e-05,0.00048652
7.3539e-05,-0.00035627
2.7228e-05,-0.00062376
-7.2194e-06,-7.0354e-05
-2.6865e-05,0.00062164
-6.3334e-05,0.00044023
-7.1498e-05,-0.00038366
-6.6005e-05,-0.00062346
-6.3087e-05,-0.00017291
-1.9713e-05,0.00062428
1.5364e-05,0.00061485
5.6659e-05,-0.00014587
7.2738e-05,-0.00062334
7.022e-05,-0.00022575
4.4833e-05,0.00054869
9.3366e-06,0.00062252
-1.2808e-05,-0.00011819
-5.0631e-05,-0.00062328
-5.9062e-05,-0.00033258
-7.3711e-05,0.00045524
-6.2991e-05,0.0006229
-4.7599e-05,-3.8176e-05
-9.2412e-06,-0.00062338
3.3408e-05,-0.00033603
5.2996e-05,0.00051773
6.5738e-05,0.000625
4.674e-05,0.00016086
3.2149e-05,-0.00062292
7.5437e-06,-0.00056215
-2.9555e-05,0.00021425
-4.4242e-05,0.00062235
-6.7607e-05,0.00011644
-6.6176e-05,-0.00062326
-6.1522e-05,-0.0006234
-3.2568e-05,0.00024734
1.0424e-05,0.00062223
6.137e-05,0.00042558
7.1593e-05,-0.00038686
7.9223e-05,-0.0005155
2.6999e-05,0.0001628
1.7729e-05,0.00062185
-1.6318e-05,0.00033771
-4.9926e-05,-0.00053598
-6.8828e-05,-0.0006233
-6.631e-05,-9.4692e-05
-6.4422e-05,0.00062223
-3.4342e-05,0.00052114
3.5763e-06,-0.00021448
4.1571e-05,-0.00053903
5.9958e-05,6.8103e-05
5.3244e-05,0.00062248
5.3016e-05,0.0006221
1.6642e-05,-0.00019319
-2.3375e-05,-0.00062338
-4.7332e-05,-0.00028905
-6.7092e-05,0.00050201
-6.8904e-05,0.00062321
-5.2653e-05,-0.00013871
-5.025e-05,-0.0006234
-2.8706e-06,-0.00024255
4.3364e-05,0.00061365
7.9948e-05,0.00062246
6.6787e-05,5.3721e-05
6.6749e-05,-0.00060484
1.7882e-05,-0.00041607
2.203e-06,0.00040329
-3.9263e-05,0.00062212
-6.5013e-05,-2.7752e-06
-8.0634e-05,-0.00062334
-6.3315e-05,-0.00055376
-2.8925e-05,0.00033178
-1.2007e-05,0.00062271
3.4533e-05,0.00029422
6.1522e-05,-0.00047037
7.682e-05,-0.00047716
6.57e-05,0.00029397
5.8204e-05,0.00062275
8.0014e-06,0.00030839
-3.3541e-05,-0.00055494
-5.91e-05,-0.0006233
-8.0158e-05,5.0498e-05
-8.7444e-05,0.000625
-5.6563e-05,0.00035736
-1.9141e-05,-0.00041061
5.5982e-06,-0.0006234
4.9372e-05,9.8335e-05
7.5713e-05,0.00062315
6.9972e-05,0.00053135
5.1318e-05,-0.00034433
8.154e-06,-0.00062347
-3.6345e-05,-0.0001839
-5.0231e-05,0.00055839
-5.5591e-05,0.00046163
-8.1645e-05,-0.00036144
-5.3569e-05,-0.00062342
-2.4577e-05,-0.00023546
1.3609e-05,0.00062168
5.8127e-05,0.00062359
7.9623e-05,-8.3515e-05
0.0001008,-0.00062334
5.3359e-05,-0.0003049
3.2912e-05,0.00049448
-1.8587e-05,0.00062241
-3.6154e-05,-0.00012529
-4.4757e-05,-0.00062357
-6.5547e-05,-0.00049255
-5.9234e-05,0.00035776
-6.055e-05,0.00062206
-3.2378e-05,3.3484e-05
1.6966e-05,-0.00062326
4.6416e-05,-0.00044288
6.6157e-05,0.00040992
7.9585e-05,0.00062195
5.149e-05,0.00018569
-8.1064e-07,-0.00062317
-2.6083e-05,-0.00062275
-5.5514e-05,0.00015838
-7.3138e-05,0.00062332
-6.9095e-05,0.00019313
-5.9195e-05,-0.00059593
-3.9492e-05,-0.00062338
5.5219e-06,0.00014245
6.0416e-05,0.00062267
7.8193e-05,0.0004231
8.4182e-05,-0.00042112
6.198e-05,-0.00062357
3.6135e-05,2.2536e-05
8.917e-06,0.00062443
-4.5214e-05,0.00037475
-6.3792e-05,-0.0004603
-6.673e-05,-0.00062344
-7.1784e-05,-0.00015081
-6.3392e-05,0.00059534
-2.8658e-05,0.00050854
3.0032e-05,-0.00024316
6.1599e-05,-0.00062336
6.4727e-05,-0.00016444
5.6945e-05,0.00061243
3.5277e-05,0.00062418
-1.0576e-05,-0.00022687
-4.3231e-05,-0.00062294
-4.4623e-05,-0.00035413
-6.2724e-05,0.00045706
-7.5084e-05,0.00062483
-5.8795e-05,-0.00013957
-3.5296e-05,-0.00062321
-1.1921e-06,-0.00038908
5.3054e-05,0.00048952
6.158e-05,0.00062218
6.24e-05,5.5877e-05
5.3721e-05,-0.00062346
1.9942e-05,-0.0005501
-2.8162e-05,0.00024173
-4.4375e-05,0.00062212
-8.1207e-05,-7.6009e-06
-9.1564e-05,-0.00062355
-5.9443e-05,-0.0006234
-4.7351e-05,0.00012065
-9.7753e-06,0.00062168
4.386e-05,0.00017499
5.4122e-05,-0.00062321
6.3125e-05,-0.00062313
4.0808e-05,4.4776e-05
2.0686e-05,0.00058571
-6.342e-06,0.00016246
-3.2034e-05,-0.0006238
-6.6196e-05,-0.00062346
-5.2672e-05,-0.0001185
-6.7512e-05,0.00056229
-3.7795e-05,0.00035387
-1.1416e-05,-0.00040224
2.0666e-05,-0.00062311
5.8528e-05,6.9076e-05
7.558e-05,0.00062342
8.2866e-05,0.0006221
3.11e-05,-0.00023067
1.7538e-05,-0.00062344
-1.2884e-05,-0.00029048
-5.4408e-05,0.00041897
